games_started,player_id,player_first_name,player_last_name,player_alias,game_started,team_id,team_short_name,team_three_letter_code,goal_keeper,playing_time,substitutions_in,substitutions_out,cards_yellow,cards_yellow_red,cards_red,sendings_off,offsides,fouls_against_opponent,fouls_other,fouls_hand_ball,fouls_sum,other_player_actions,goals,goalkeeper_saves,shots_at_goal_held,shots_at_goal_wide,shots_at_goal_crossbar,shots_at_goal_post,shots_at_goal_blocked,shots_at_goal_other,shots_at_goal_failed,shots_at_goal_right_leg,shots_at_goal_left_leg,shots_at_goal_head,shots_at_goal_body,shots_at_goal_no_head,shots_at_goal_sum,shots_conversion_rate,shots_at_goal_inside_box,shots_at_goal_outside_box,assists,second_assists,first_and_second_assists,passes_from_play_successful,passes_from_play_not_successful,passes_from_play_sum,passes_from_play_conversion_rate,passes_from_standards_successful,passes_from_standards_not_successful,passes_from_standards_sum,passes_from_standards_conversion_rate,passes_successful_sum,passes_not_successful_sum,passes_sum,passes_conversion_rate,crosses_from_play_successful,crosses_from_play_not_successful,crosses_from_play_sum,crosses_from_play_conversion_rate,crosses_from_standards_successful,crosses_from_standards_not_successful,crosses_from_standards_sum,crosses_from_standards_conversion_rate,crosses_successful_sum,crosses_not_successful_sum,crosses_sum,crosses_conversion_rate,passes_and_crosses_from_play_successful,passes_and_crosses_from_play_not_successful,passes_and_crosses_from_play_sum,passes_and_crosses_from_standards_successful,passes_and_crosses_from_standards_not_successful,passes_and_crosses_from_standards_sum,passes_and_crosses_successful_sum,passes_and_crosses_not_successful_sum,passes_and_crosses_sum,own_goals,own_goals_prevented,defensive_clearances,abandonments_of_ball,other_ball_actions,throw_ins,penalties_successful,penalties_not_successful,penalties_sum,penalty_conversion_rate,corner_kicks_left,corner_kicks_right,corner_kicks_sum,free_kicks_direct,free_kicks_indirect,free_kicks_sum,kickoffs_after_goal,kickoffs,ball_control_phases,tackling_games_air_won,tackling_games_air_lost,tackling_games_air_sum,game_openings_not_successful,game_openings_sum,interceptions_left,interceptions_right,interceptions_held,interceptions_fisted,interceptions_rebounded,interceptions_cross,interceptions_corner,interceptions_sum,distance_covered,maximum_speed,participations_goal,participations_goal_indirect,participations_goal_direct,assists_shot_at_goal,participations_shot_at_goal,participations_shot_at_goal_indirect,participations_shot_at_goal_direct,goal_opportunities,chances,sitters,participations_goal_opportunities,participations_chance,participations_sitter,nutmegs,shots_on_target,spectacular_plays,fouls_suffered,passes_from_open_play_short,passes_from_open_play_short_successful_ratio,passes_from_open_play_medium,passes_from_open_play_medium_successful_ratio,passes_from_open_play_long,passes_from_open_play_long_successful_ratio,xG,xG_efficiency,penalties_saved,penalties_caused,goals_plus_assists,goals_plus_first_and_second_assists,goals_conceded,shots_faced,competition_id,season,season_id,normalized_player_minutes,matches_played_scouting,matches_played_tracking,matches_played,ball_actions,game_openings_throwout,game_openings_hand,game_openings_successful,clean_sheets,clean_sheets_complete,advanced_stats.goalkeeper,advanced_stats.passes_from_open_play_successful,advanced_stats.x_pass,advanced_stats.passing_performance,advanced_stats.passing_performance_rank,advanced_stats.difficult_passes,advanced_stats.difficult_passes_successful_ratio,advanced_stats.difficult_passes_share,advanced_stats.saves,advanced_stats.x_saves,advanced_stats.keeper_efficiency,advanced_stats.player_pressure_count,advanced_stats.player_pressure_count_rank,advanced_stats.average_pressure,advanced_stats.escape_rate,advanced_stats.escape_rate_rank,advanced_stats.pressure_resistance_ratio,advanced_stats.pressure_resistance_efficiency,advanced_stats.passes_under_pressure_successful_ratio,xg_rankings.season.slug,xg_rankings.season.opta_id,xg_rankings.season.sportec_id,xg_rankings.season.competition_sportec_id,xg_rankings.season.competition_opta_id,xg_rankings.season.competition_id,xg_rankings.season.name,xg_rankings.last5matches.rank,xg_rankings.last5matches.absolute,xg_rankings.last5matches.x_goals,xg_rankings.last5matches.goals
0,MLS-OBJ-0000ZG,Akil,Watts,NA,14,MLS-CLU-00001L,St. Louis,STL,FALSE,26:32:15,8,5,1,0,0,0,0,15,0,0,15,0,1,0,5,4,0,0,5,1,15,13,3,0,0,16,16,0.06,7,9,0,0,0,360,121,481,0.75,8,0,8,1,368,121,489,0.75,3,10,13,0.23,0,0,0,0,3,10,13,0.23,363,131,494,8,0,61,371,131,555,0,0,5,1,145,55,0,0,0,0,0,0,0,5,1,6,0,0,723,12,9,21,0,0,0,0,0,0,0,0,0,0,178901.36,33.95,1,0,1,12,32,5,27,11,11,0,23,0,0,1,6,0,20,149,89.26,297,74.07,35,20,1.6906,-0.6906,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1412,0,22,22,730,0,0,0,0,0,FALSE,350,364.85,-14.85,822,150,0.39,0.32,0,0,0,153,278,0.31,0.48,609,-0.01,-0.7,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,MLS-OBJ-0000M6,Nouhou,Tolo,Nouhou,25,MLS-CLU-00000S,Seattle,SEA,FALSE,40:22:49,2,5,5,0,2,0,5,26,1,1,28,0,1,0,3,5,0,0,3,3,14,1,13,1,0,14,15,0.07,5,10,2,0,2,1097,155,1252,0.88,35,2,37,0.95,1132,157,1289,0.88,11,24,35,0.31,0,0,0,0,11,24,35,0.31,1108,179,1287,35,2,121,1143,181,1408,1,0,24,2,233,84,0,0,0,0,0,0,0,34,1,35,0,0,1683,22,27,49,0,0,0,0,0,0,0,0,0,0,236475.67,33.49,3,0,3,16,33,9,24,10,9,1,27,0,2,3,4,1,44,409,94.38,767,88.14,76,46.05,0.9899,0.0101,0,0,3,3,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,2202,0,27,27,1694,0,0,0,0,0,FALSE,1097,1110.48,-13.48,810,193,0.41,0.15,0,0,0,203,213,0.16,0.65,163,0.27,27.85,0.78,NA,NA,NA,NA,NA,NA,NA,273,-0.11,0.11,0
0,MLS-OBJ-0002OI,Tate,Johnson,NA,20,MLS-CLU-00000C,Vancouver,VAN,FALSE,37:05:32,9,5,4,0,0,0,1,14,1,1,16,0,1,0,2,0,0,0,4,0,6,2,5,0,0,7,7,0.14,7,0,1,1,2,792,144,936,0.85,27,1,28,0.96,819,145,964,0.85,2,16,18,0.11,0,0,0,0,2,16,18,0.11,794,160,954,27,1,162,821,161,1116,0,0,16,0,181,134,0,0,0,0,0,0,0,25,3,28,0,0,1320,19,22,41,0,0,0,0,0,0,0,0,0,0,241453.9,32.13,3,1,2,13,24,8,16,5,5,0,17,0,0,0,3,0,34,197,93.91,662,86.4,77,45.45,1.1783,-0.1783,0,0,2,3,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1974,0,29,29,1324,0,0,0,0,0,FALSE,790,778.96,11.04,183,221,0.5,0.24,0,0,0,141,309,0.15,0.6,267,0.17,12.13,0.79,NA,NA,NA,NA,NA,NA,NA,430,-0.35,0.35,0
0,MLS-OBJ-000087,Yuya,Kubo,NA,7,MLS-CLU-000007,Cincinnati,CIN,FALSE,12:05:31,7,6,1,0,0,0,5,12,0,0,12,0,1,0,7,3,0,0,7,0,17,10,8,0,0,18,18,0.06,13,5,0,0,0,196,38,234,0.84,6,0,6,1,202,38,240,0.84,1,2,3,0.33,0,1,1,0,1,3,4,0.25,197,40,237,6,1,15,203,41,252,0,0,0,3,66,9,0,0,0,0,2,0,2,4,0,4,1,1,339,4,10,14,0,0,0,0,0,0,0,0,0,0,80121.84,31.5,1,0,1,6,25,3,22,14,13,1,19,0,1,2,8,0,6,75,88,151,82.12,8,75,1.7164,-0.7164,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,658,0,14,14,341,0,0,0,0,0,FALSE,196,191.69,4.31,327,62,0.66,0.26,0,0,0,122,335,0.44,0.5,555,0.04,2.54,0.77,NA,NA,NA,NA,NA,NA,NA,368,-0.23,0.23,0
0,MLS-OBJ-00084X,Cesar,Ruvalcaba,NA,2,MLS-CLU-00000E,Columbus,CLB,FALSE,06:08:44,12,2,1,0,0,0,0,3,0,0,3,0,1,0,1,0,0,0,1,0,2,1,1,1,0,2,3,0.33,1,2,0,0,0,192,18,210,0.91,5,0,5,1,197,18,215,0.92,0,3,3,0,0,0,0,0,0,3,3,0,192,21,213,5,0,22,197,21,235,0,0,5,0,32,17,0,0,0,0,0,0,0,2,0,2,0,0,275,9,6,15,0,0,0,0,0,0,0,0,0,0,41960.37,31.2,1,0,1,0,3,0,3,3,3,0,3,0,0,1,2,0,1,64,98.44,139,91.37,7,28.57,0.0926,0.9074,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,297,0,14,14,276,0,0,0,0,0,FALSE,192,181.64,10.36,194,41,0.66,0.2,0,0,0,39,559,0.2,0.72,56,0.4,7.94,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,MLS-OBJ-0001BO,Mykhi,Joyner,NA,1,MLS-CLU-00001L,St. Louis,STL,FALSE,07:54:37,12,1,2,0,0,0,2,6,0,0,6,0,1,0,4,4,0,1,2,0,11,0,8,4,0,8,12,0.08,10,2,0,0,0,69,20,89,0.78,0,0,0,0,69,20,89,0.78,3,4,7,0.43,0,0,0,0,3,4,7,0.43,72,24,96,0,0,3,72,24,99,0,0,2,0,66,4,0,0,0,0,0,0,0,0,0,0,0,0,180,5,8,13,0,0,0,0,0,0,0,0,0,0,57666.36,32.21,1,0,1,5,18,1,17,12,11,1,17,0,1,0,5,2,10,22,95.45,63,71.43,4,75,1.639,-0.639,0,1,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,359,0,13,13,180,0,0,0,0,0,FALSE,67,64.58,2.42,381,34,0.56,0.4,0,0,0,69,471,0.51,0.51,532,0.04,1.44,0.67,NA,NA,NA,NA,NA,NA,NA,556,-1.07,1.07,0
0,MLS-OBJ-0007SJ,Boris,Enow,NA,17,MLS-CLU-00000D,D.C. United,DC,FALSE,30:06:17,12,11,8,0,0,0,0,51,0,0,51,0,1,0,0,5,0,0,2,0,7,0,8,0,0,8,8,0.13,1,7,0,0,0,730,106,836,0.87,13,0,13,1,743,106,849,0.88,0,2,2,0,0,1,1,0,0,3,3,0,730,108,838,13,1,16,743,109,854,0,0,7,0,151,2,0,0,0,0,0,1,1,13,1,14,1,1,1020,10,14,24,0,0,0,0,0,0,0,0,0,0,200852.42,31.4,1,0,1,7,17,8,9,5,5,0,11,0,0,0,1,1,12,257,93.39,534,86.52,45,62.22,0.4426,0.5574,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1634,0,29,29,1020,0,0,0,0,0,FALSE,730,731.87,-1.87,635,154,0.56,0.18,0,0,0,168,255,0.21,0.63,203,0.25,20.87,0.81,NA,NA,NA,NA,NA,NA,NA,175,-0.04,0.04,0
0,MLS-OBJ-000BVX,Ender,Echenique,NA,6,MLS-CLU-000007,Cincinnati,CIN,FALSE,09:22:00,2,4,0,0,0,0,2,3,0,0,3,0,1,0,1,2,0,0,4,1,8,7,2,0,0,9,9,0.11,6,3,1,0,1,125,21,146,0.86,2,0,2,1,127,21,148,0.86,1,10,11,0.09,0,0,0,0,1,10,11,0.09,126,31,157,2,0,6,128,31,163,0,0,1,0,64,4,0,0,0,0,0,0,0,0,0,0,2,2,237,1,5,6,0,0,0,0,0,0,0,0,0,0,60020.57,35.53,2,0,2,11,21,2,19,6,6,0,18,0,0,0,2,0,4,54,94.44,90,82.22,2,0,0.9973,0.0027,0,0,2,2,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,512,0,8,8,241,0,0,0,0,0,FALSE,125,116.59,8.41,234,44,0.64,0.3,0,0,0,78,444,0.44,0.51,532,0.07,2.5,0.81,NA,NA,NA,NA,NA,NA,NA,97,0.42,0.58,1
0,MLS-OBJ-00000C,Miles,Robinson,NA,26,MLS-CLU-000007,Cincinnati,CIN,FALSE,41:18:11,0,3,3,0,0,0,1,17,0,0,17,8,1,0,1,5,1,0,4,1,12,4,0,9,0,4,13,0.08,12,1,0,0,0,1437,174,1611,0.89,35,5,40,0.88,1472,179,1651,0.89,0,2,2,0,0,0,0,0,0,2,2,0,1437,176,1613,35,5,52,1472,181,1665,1,0,31,0,253,12,0,0,0,0,0,0,0,33,5,38,0,0,1963,59,31,90,0,0,0,0,0,0,0,0,0,0,262675.48,35.9,2,1,1,7,25,9,16,10,10,0,22,0,0,0,2,0,13,274,96.72,1189,93.1,148,43.92,2.495,-1.495,0,1,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,2257,0,26,26,1967,0,0,0,0,0,FALSE,1436,1417.97,18.03,108,285,0.53,0.18,0,0,0,95,406,0.07,0.57,372,0.1,5.1,0.75,NA,NA,NA,NA,NA,NA,NA,197,-0.05,0.05,0
0,MLS-OBJ-00039B,Olwethu,Makhanya,NA,23,MLS-CLU-000002,Philadelphia,PHI,FALSE,40:03:43,6,1,8,1,1,0,0,27,0,1,28,0,1,0,2,6,0,0,5,2,15,2,2,12,0,4,16,0.06,16,0,0,0,0,862,180,1042,0.83,36,15,51,0.71,898,195,1093,0.82,0,2,2,0,0,0,0,0,0,2,2,0,862,182,1044,36,15,52,898,197,1096,0,0,45,1,232,1,0,0,0,0,0,0,0,27,6,33,0,0,1390,45,25,70,0,0,0,0,0,0,0,0,0,0,240396.38,35.14,2,1,1,1,21,5,16,15,14,1,20,0,3,1,3,0,14,150,94,761,87.65,131,41.22,2.9816,-1.9816,0,1,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,2145,0,29,29,1394,0,0,0,0,0,FALSE,861,863.68,-2.68,662,263,0.47,0.25,0,0,0,117,345,0.14,0.57,372,0.1,5.81,0.69,NA,NA,NA,NA,NA,NA,NA,512,-0.66,0.66,0
0,MLS-OBJ-00009H,Tim,Parker,NA,10,MLS-CLU-00000B,New York,RBNY,FALSE,16:12:17,3,3,2,0,0,0,0,7,0,1,8,0,1,0,0,1,0,0,1,0,2,1,0,2,0,1,3,0.33,2,1,0,0,0,586,62,648,0.9,17,2,19,0.89,603,64,667,0.9,0,0,0,0,0,0,0,0,0,0,0,0,586,62,648,17,2,19,603,64,667,0,0,23,0,70,0,0,0,0,0,0,0,0,12,2,14,0,0,763,39,21,60,0,0,0,0,0,0,0,0,0,0,97657,33.23,1,0,1,3,6,2,4,3,2,1,5,0,1,0,1,0,5,146,97.26,462,91.99,40,47.5,1.1416,-0.1416,0,1,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,868,0,13,13,763,0,0,0,0,0,FALSE,586,591.95,-5.95,743,81,0.43,0.12,0,0,0,16,659,0.04,0.44,671,-0.2,-1.71,0.71,NA,NA,NA,NA,NA,NA,NA,126,0.1,0.9,1
0,MLS-OBJ-0001IG,Jonathan,Dean,NA,18,MLS-CLU-00000F,Chicago,CHI,FALSE,31:21:03,11,10,2,0,0,0,0,19,0,0,19,0,1,0,3,1,0,0,2,1,7,6,2,0,0,8,8,0.13,6,2,3,1,4,547,147,694,0.79,5,0,5,1,552,147,699,0.79,2,11,13,0.15,0,0,0,0,2,11,13,0.15,549,158,707,5,0,122,554,158,829,0,0,26,0,157,117,0,0,0,0,0,0,0,4,0,4,0,0,1020,32,24,56,0,0,0,0,0,0,0,0,0,0,221205.56,33.72,5,2,3,14,27,8,19,7,7,0,25,0,1,1,4,0,15,236,86.02,415,77.59,43,51.16,1.1324,-0.1324,0,0,4,5,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1671,0,29,29,1027,0,0,0,0,0,FALSE,541,555.17,-14.17,817,202,0.47,0.29,0,0,0,151,283,0.22,0.56,403,0.09,6.88,0.7,NA,NA,NA,NA,NA,NA,NA,135,0.01,0.99,1
0,MLS-OBJ-0000EH,Alex,Muyl,NA,28,MLS-CLU-000009,Nashville,NSH,FALSE,40:21:34,4,19,5,0,0,0,5,31,0,6,37,1,1,0,15,5,0,0,10,2,32,21,8,2,2,31,33,0.03,27,6,4,0,4,489,128,617,0.79,1,0,1,1,490,128,618,0.79,1,15,16,0.06,0,0,0,0,1,15,16,0.06,490,143,633,1,0,18,491,143,651,0,0,1,0,232,17,0,0,0,0,0,0,0,1,0,1,0,0,917,13,23,36,0,0,0,0,0,0,0,0,0,0,302917.53,33.11,6,2,4,23,64,17,47,26,26,0,48,0,2,2,16,3,35,249,87.55,333,77.18,35,40,3.9179,-2.9179,0,0,5,5,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,2242,0,32,32,920,0,0,0,0,0,FALSE,489,492.71,-3.71,692,195,0.53,0.32,0,0,0,357,79,0.49,0.52,512,0.06,11.1,0.74,NA,NA,NA,NA,NA,NA,NA,445,-0.38,0.38,0
0,MLS-OBJ-000089,Sergio,Santos,NA,6,MLS-CLU-000007,Cincinnati,CIN,FALSE,12:05:04,12,7,0,0,0,0,2,14,1,1,16,0,1,0,2,4,0,0,4,0,10,3,7,1,0,10,11,0.09,10,1,2,0,2,126,53,179,0.7,4,0,4,1,130,53,183,0.71,2,0,2,1,0,0,0,0,2,0,2,1,128,53,181,4,0,7,132,53,188,0,0,3,0,88,3,0,0,0,0,0,0,0,0,0,0,2,4,290,11,16,27,0,0,0,0,0,0,0,0,0,0,75838.18,35.37,3,1,2,14,27,7,20,11,9,2,22,0,2,0,4,1,24,81,82.72,91,60.44,7,57.14,2.4116,-1.4116,0,0,3,3,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,643,0,18,18,292,0,0,0,0,0,FALSE,126,129.54,-3.54,687,77,0.51,0.43,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,86,0.49,0.51,1
0,MLS-OBJ-0007ZO,Ian,Smith,NA,11,MLS-CLU-00000P,Portland,POR,FALSE,18:51:10,9,6,4,0,0,0,3,11,0,0,11,0,1,0,1,4,0,1,2,1,9,0,8,2,0,8,10,0.1,8,2,1,0,1,436,63,499,0.87,6,0,6,1,442,63,505,0.88,3,12,15,0.2,3,6,9,0.33,6,18,24,0.25,439,75,514,9,6,73,448,81,587,1,0,13,0,84,58,0,0,0,0,1,8,9,5,1,6,0,0,695,18,15,33,0,0,0,0,0,0,0,0,0,0,129977.12,34.65,3,1,2,6,18,4,14,10,10,0,17,0,0,1,2,0,11,130,95.38,338,88.76,31,38.71,0.6607,0.3393,0,0,2,2,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1021,0,20,20,697,0,0,0,0,0,FALSE,436,427.1,8.9,222,102,0.52,0.2,0,0,0,97,400,0.19,0.54,462,0.09,4.18,0.76,NA,NA,NA,NA,NA,NA,NA,439,-0.37,0.37,0
0,MLS-OBJ-0000F9,Matt,Polster,NA,26,MLS-CLU-00000N,New England,NE,FALSE,42:25:52,0,4,7,0,0,0,1,46,0,4,50,1,1,0,3,2,0,0,2,2,9,4,3,3,0,7,10,0.1,6,4,1,1,2,1394,116,1510,0.92,45,2,47,0.96,1439,118,1557,0.92,1,1,2,0.5,0,0,0,0,1,1,2,0.5,1395,117,1512,45,2,65,1440,119,1577,0,0,14,0,212,18,0,0,0,0,0,0,0,45,2,47,0,0,1813,35,24,59,0,0,0,0,0,0,0,0,0,0,294322.31,32.67,3,2,1,14,27,13,14,7,7,0,21,0,0,1,4,0,18,454,94.05,974,92.61,82,79.27,1.2929,-0.2929,0,0,2,3,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,2320,0,26,26,1821,0,0,0,0,0,FALSE,1392,1377.2,14.8,139,154,0.55,0.1,0,0,0,221,193,0.16,0.71,64,0.4,44.61,0.84,NA,NA,NA,NA,NA,NA,NA,386,-0.26,0.26,0
0,MLS-OBJ-00000Z,Edwin,Mosquera,NA,0,MLS-CLU-00000A,Atlanta,ATL,FALSE,03:41:13,10,0,3,0,0,0,1,4,0,0,4,0,1,0,1,5,0,0,0,1,7,6,2,0,0,8,8,0.13,6,2,0,0,0,45,18,63,0.71,0,0,0,0,45,18,63,0.71,0,11,11,0,0,1,1,0,0,12,12,0,45,29,74,0,1,4,45,30,78,0,0,0,0,23,3,0,0,0,0,1,0,1,0,0,0,0,0,109,1,1,2,0,0,0,0,0,0,0,0,0,0,23402.69,34.25,1,0,1,1,9,1,8,6,6,0,7,0,0,1,2,0,3,14,71.43,45,73.33,4,50,0.444,0.556,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,147,0,10,10,110,0,0,0,0,0,FALSE,43,46.55,-3.55,688,22,0.36,0.36,0,0,0,56,514,0.62,0.5,555,-0.01,-0.25,0.78,NA,NA,NA,NA,NA,NA,NA,40,0.86,0.14,1
0,MLS-OBJ-0007XX,Maximiliano,Falcón,NA,21,MLS-CLU-000008,Miami,MIA,FALSE,34:08:06,3,5,8,0,0,0,0,17,0,0,17,1,1,0,1,1,0,0,1,0,3,0,2,2,0,2,4,0.25,4,0,0,0,0,1031,77,1108,0.93,60,2,62,0.97,1091,79,1170,0.93,0,0,0,0,0,0,0,0,0,0,0,0,1031,77,1108,60,2,63,1091,79,1171,0,0,20,0,151,1,0,0,0,0,0,0,0,18,7,25,0,0,1346,23,30,53,0,0,0,0,0,0,0,0,0,0,195600.9,34.33,1,0,1,0,4,0,4,4,4,0,4,0,0,0,2,0,21,187,95.19,849,95.76,72,55.56,0.4784,0.5216,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1875,0,24,24,1349,0,0,0,0,0,FALSE,1030,1034.52,-4.52,714,101,0.45,0.09,0,0,0,49,529,0.05,0.61,244,0.16,4.13,0.79,NA,NA,NA,NA,NA,NA,NA,182,-0.04,0.04,0
0,MLS-OBJ-0001JL,Sergi,Palencia,NA,32,MLS-CLU-000001,LAFC,LAFC,FALSE,51:41:42,1,6,5,0,0,0,0,61,0,1,62,0,1,0,1,3,0,0,5,1,10,9,2,0,0,11,11,0.09,10,1,2,2,4,1515,273,1788,0.85,24,0,24,1,1539,273,1812,0.85,9,21,30,0.3,0,0,0,0,9,21,30,0.3,1524,294,1818,24,0,219,1548,294,2037,1,0,18,0,289,195,0,0,0,0,0,0,0,24,0,24,0,0,2356,24,30,54,0,0,0,0,0,0,0,0,0,0,343271.8,32.58,6,3,3,38,58,22,36,9,8,1,50,0,5,0,2,3,35,566,92.4,1099,85.81,123,39.84,1.0731,-0.0731,0,0,3,5,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,2811,0,33,33,2364,0,0,0,0,0,FALSE,1509,1470.88,38.12,32,465,0.54,0.26,0,0,0,321,104,0.18,0.64,185,0.24,39.62,0.79,NA,NA,NA,NA,NA,NA,NA,479,-0.5,0.5,0
0,MLS-OBJ-0000O4,Lorenzo,Insigne,NA,10,MLS-CLU-00000M,Toronto,TOR,FALSE,15:30:09,2,5,1,0,0,0,1,2,0,1,3,0,1,0,4,7,1,0,4,0,16,13,2,2,0,15,17,0.06,11,6,2,1,3,333,63,396,0.84,24,2,26,0.92,357,65,422,0.85,1,2,3,0.33,2,3,5,0.4,3,5,8,0.38,334,65,399,26,5,36,360,70,435,0,0,1,0,63,5,0,0,0,0,5,0,5,13,0,13,6,14,516,1,2,3,0,0,0,0,0,0,0,0,0,0,110688.83,32.5,4,2,2,14,37,10,27,14,14,0,31,0,0,1,5,2,10,173,90.75,196,83.16,27,48.15,1.3651,-0.3651,0,0,3,4,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,864,0,12,12,518,0,0,0,0,0,FALSE,333,326.23,6.77,259,111,0.59,0.28,0,0,0,140,311,0.33,0.57,372,0.17,11.63,0.84,NA,NA,NA,NA,NA,NA,NA,499,-0.6,0.6,0
0,MLS-OBJ-0000O1,Mark-Anthony,Kaye,NA,10,MLS-CLU-00000Q,San Jose,SJ,FALSE,19:47:36,17,7,5,0,0,0,0,25,0,1,26,0,1,0,1,5,1,0,5,2,14,4,10,1,0,14,15,0.07,7,8,2,1,3,461,89,550,0.84,12,1,13,0.92,473,90,563,0.84,0,4,4,0,0,0,0,0,0,4,4,0,461,93,554,12,1,17,473,94,571,0,0,5,0,111,4,0,0,0,0,0,0,0,10,3,13,0,0,702,9,7,16,0,0,0,0,0,0,0,0,0,0,137678.72,31.14,4,1,3,11,29,6,23,10,9,1,24,0,3,1,2,1,14,161,91.93,347,84.15,42,50,1.493,-0.493,0,0,3,4,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1004,0,27,27,708,0,0,0,0,0,FALSE,454,454.96,-0.96,588,116,0.47,0.21,0,0,0,136,321,0.28,0.66,150,0.35,23.11,0.82,NA,NA,NA,NA,NA,NA,NA,204,-0.06,0.06,0
0,MLS-OBJ-0000MJ,Leo,Chú,NA,3,MLS-CLU-000005,Dallas,DAL,FALSE,03:48:58,1,3,0,0,0,0,1,3,0,0,3,0,1,0,0,3,0,0,2,0,5,1,4,1,0,5,6,0.17,5,1,0,0,0,35,11,46,0.76,1,0,1,1,36,11,47,0.77,0,1,1,0,0,0,0,0,0,1,1,0,35,12,47,1,0,2,36,12,49,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,1,1,68,0,3,3,0,0,0,0,0,0,0,0,0,0,22616.51,35.31,1,0,1,2,9,1,8,5,4,1,8,0,1,0,1,0,1,14,85.71,31,70.97,1,100,0.866,0.134,0,0,1,1,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,212,0,4,4,68,0,0,0,0,0,FALSE,35,35.76,-0.76,574,13,0.54,0.28,0,0,0,29,599,0.52,0.48,609,-0.03,-0.44,0.8,NA,NA,NA,NA,NA,NA,NA,336,-0.17,0.17,0
0,MLS-OBJ-000548,Yannick,Bright,NA,16,MLS-CLU-000008,Miami,MIA,FALSE,24:42:00,11,14,5,0,0,0,0,29,0,1,30,0,1,0,1,0,0,0,4,0,5,3,2,1,0,5,6,0.17,1,5,0,1,1,722,78,800,0.9,7,0,7,1,729,78,807,0.9,0,1,1,0,0,0,0,0,0,1,1,0,722,79,801,7,0,7,729,79,808,0,0,11,0,185,0,0,0,0,0,0,0,0,6,1,7,0,0,1010,14,14,28,0,0,0,0,0,0,0,0,0,0,168229.1,34.97,2,1,1,7,16,5,11,3,3,0,10,0,0,0,2,2,31,275,93.09,501,89.42,24,75,0.3477,0.6523,0,0,1,2,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,1353,0,27,27,1016,0,0,0,0,0,FALSE,716,704.17,11.83,170,132,0.61,0.17,0,0,0,184,242,0.25,0.61,244,0.22,20.71,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,MLS-OBJ-0000IR,Alejandro,Bedoya,NA,9,MLS-CLU-000002,Philadelphia,PHI,FALSE,15:02:32,15,8,4,0,0,0,2,24,0,0,24,1,1,0,2,7,0,0,2,2,13,7,5,2,0,12,14,0.07,13,1,1,2,3,255,87,342,0.75,1,1,2,0.5,256,88,344,0.74,3,7,10,0.3,0,0,0,0,3,7,10,0.3,258,94,352,1,1,30,259,95,382,0,0,5,0,72,28,0,0,0,0,0,0,0,2,0,2,0,0,473,28,32,60,0,0,0,0,0,0,0,0,0,0,99333.45,32.03,4,2,2,14,34,9,25,12,11,1,27,0,3,0,3,1,3,97,87.63,223,73.09,22,31.82,2.7586,-1.7586,0,1,2,4,0,0,MLS-COM-000001,2025,MLS-SEA-0001K9,739,0,24,24,473,0,0,0,0,0,FALSE,254,250.57,3.43,354,149,0.5,0.44,0,0,0,89,422,0.26,0.58,333,0.18,7.76,0.58,NA,NA,NA,NA,NA,NA,NA,457,-0.42,0.42,0
